--- mv: 
- ido 1: 25,51,76,111,139
- ido 2: 24,58,80,115,137
- ido 3: 39,64,91,127,132
- pa: 23,43,69,88,107

--- mse: 
- ido 1: 0.006022217046808716,0.004491058549813896,0.002952921329348113,0.002609994376121151,0.002438175331235546
- ido 2: 0.006250163726376117,0.003937282543244507,0.003709852952196208,0.003158854524086484,0.002385295995658541
- ido 3: 0.0048968747436929265,0.0036769827164920485,0.0033275442957876517,0.0029090348784801294,0.0025318356719849664
- pa: 0.009547755572432403,0.006717797787543561,0.005115071027576228,0.004202966612237432,0.0037027603357554077

--- rrd: 
- ido 1: 0.08594343444900236,0.05372089095496507,0.053945621797416486,0.04576658132136813,0.03820099648219499
- ido 2: 0.06394912650425616,0.06726003281348594,0.0495071973902836,0.0425260976757917,0.045858367224512614
- ido 3: 0.0774443237397443,0.0487710419731019,0.0288116562205298,0.04550052798128356,0.03824842256182907
- pa: 0.17304595616812546,0.08553335253554993,0.0753097192263735,0.051990003938312324,0.04301975609952803

--- rrd_reach: 
- ido 1: 0.08110414343811616,0.05660685771388162,0.04816520461240218,0.03826623764678623,0.04837012228569217
- ido 2: 0.06923091409826831,0.04889018105109448,0.04267820336111067,0.04290553158665425,0.04397842991795505
- ido 3: 0.08143773821742177,0.054237421351979856,0.05136448105062284,0.03474481600118838,0.030121108065503895
- pa: 0.17304595616812546,0.08553335253554993,0.0753097192263735,0.051990003938312324,0.04301975609952803




