--- mv: 
- ido 1: 25560,51120
- ido 2: 2560,4241
- ido 3: 1449,3011
- pa: 1122,2270

--- mse: 
- ido 1: 3.8846314456065435E-5,2.1922152953454994E-5
- ido 2: 6.128747329008585E-5,4.093066917988792E-5
- ido 3: 6.958962383022205E-5,4.215541832647102E-5
- pa: 7.60759114157418E-5,4.679940634229355E-5

--- rrd: 
- ido 1: 0.08395035712251385,0.04566345065168062
- ido 2: 0.0847154056928819,0.046191592597248615
- ido 3: 0.09430327699382322,0.047063370354555614
- pa: 0.07292185536424563,0.04070253321449872

--- rrd_reach: 
- ido 1: 0.09255468371552059,0.04230694042983969
- ido 2: 0.09083643794053506,0.05045882110328359
- ido 3: 0.10619763692475492,0.05267477530418964
- pa: 0.07292185536424563,0.04070253321449872


