--- mv: 
- ido 1: 18335,36640
- ido 2: 4444,8316
- ido 3: 2720,5469
- pa: 2387,4746

--- mse: 
- ido 1: 5.785538167366854E-5,3.9577766257262764E-5
- ido 2: 8.793398189750266E-5,6.0826300772319326E-5
- ido 3: 1.0364718935085726E-4,7.503406951350671E-5
- pa: 1.0592193964594583E-4,7.597382752128689E-5

--- rrd: 
- ido 1: 0.02118120383617465,0.017485769121175648
- ido 2: 0.0393241561282162,0.023798157986094547
- ido 3: 0.040124238156920754,0.022505138644464778
- pa: 0.033030466807359604,0.02550290460362694

--- rrd_reach: 
- ido 1: 0.03923013628319307,0.03187621515595736
- ido 2: 0.035548180830487934,0.023214041721077102
- ido 3: 0.03627953338604304,0.025517827427435136
- pa: 0.033030466807359604,0.02550290460362694


