--- mv: 
- ido 1: 25493,50969
- ido 2: 2033,4239
- ido 3: 1292,2633
- pa: 963,1916

--- mse: 
- ido 1: 3.9032836639542654E-5,2.189945879688296E-5
- ido 2: 6.42066548970428E-5,3.898053565536479E-5
- ido 3: 7.246263400871742E-5,4.68300219278891E-5
- pa: 7.800159051809224E-5,4.884706917277599E-5

--- rrd: 
- ido 1: 0.013194316780240361,0.005665043413294378
- ido 2: 0.009762434287762974,0.005101048005760902
- ido 3: 0.010140024769824842,0.005303893280523271
- pa: 0.01071049552202027,0.0069349461749114065

--- rrd_reach: 
- ido 1: 0.012845322267521761,0.006691425542634523
- ido 2: 0.010183744161605657,0.007210356486432331
- ido 3: 0.01205093839727348,0.005770569845733308
- pa: 0.01071049552202027,0.0069349461749114065


