--- mv: 
- ido 1: 106,271,469,605,788
- ido 2: 109,278,458,610,789
- ido 3: 192,357,534,703,855
- pa: 61,112,171,232,280

--- mse: 
- ido 1: 8.353521254148456E-4,6.258280191294722E-4,5.107892843936414E-4,4.5942598715527523E-4,3.633975444397152E-4
- ido 2: 0.001037192423500802,5.944363059405396E-4,4.672080573068541E-4,4.719432160702256E-4,4.760085752781041E-4
- ido 3: 6.808328218914428E-4,5.18503462062799E-4,5.058940620309972E-4,4.8543770384143774E-4,3.651901719716914E-4
- pa: 0.004105903655767193,0.002451273128361782,0.0018161534548259476,0.0013661554008739009,0.001208163835982735

--- rrd: 
- ido 1: 0.04371465888820814,0.024544594928562518,0.025041414251237508,0.024248629241586547,0.01411563033119082
- ido 2: 0.05370004695099079,0.02811787460065295,0.013306027017221228,0.017435061338542106,0.014177976770798925
- ido 3: 0.02121071783064823,0.020559298886709394,0.017951158633229863,0.02048253091797627,0.019407313039776518
- pa: 0.09023396335306086,0.045178215400768815,0.04216716072374207,0.02403713834123703,0.029045600495135687

--- rrd_reach: 
- ido 1: 0.03767881414428229,0.02809485085048704,0.02383574123832772,0.017137257817005064,0.013668685335450917
- ido 2: 0.03935423519129814,0.02653617777115762,0.015446220137726984,0.013347008447175268,0.01761692874722016
- ido 3: 0.04182006547533854,0.01819492353253526,0.019802851827258546,0.015459072991533152,0.015141640512164451
- pa: 0.09023396335306086,0.045178215400768815,0.04216716072374207,0.02403713834123703,0.029045600495135687


