--- mv: 
- ido 1: 299,798,1299,1770,2248
- ido 2: 297,821,1249,1799,2291
- ido 3: 540,1063,1539,2067,2576
- pa: 79,145,216,281,385

--- mse: 
- ido 1: 0.0018102284921151512,7.513209955179407E-4,4.570272834699958E-4,4.508157111038781E-4,3.9176947403645666E-4
- ido 2: 0.0016594525998844256,8.891924453161478E-4,6.844689311870858E-4,4.53096028859009E-4,3.602090743592947E-4
- ido 3: 0.0010579000397524026,6.423243445897092E-4,4.8717561686952997E-4,4.403166953930012E-4,2.9891595247271915E-4
- pa: 0.0053130202333315545,0.0031973316821023085,0.0023745347017430363,0.0020433617390478126,0.0016422419099125691

--- rrd: 
- ido 1: 0.004434266562632169,0.01025329185267771,0.005334645760257502,0.02055195801915728,0.013150381241607124
- ido 2: 0.0079604785817167,0.011081846132344274,0.01515557577867585,0.010304580674430637,0.01005143543127411
- ido 3: 0.006296990691030611,0.00803127972650236,0.007502645811794988,0.009045979802527459,0.002228037892868923
- pa: 0.0060495324234960055,0.009504256409698113,0.006989833179780518,0.00413160469997204,0.0042575846976073

--- rrd_reach: 
- ido 1: 0.004207348204102917,0.010179333596015748,0.005306068141423251,0.020682975993188052,0.013004847972480837
- ido 2: 0.007870410028176468,0.011787126733045434,0.015026144754950758,0.006043936860486932,0.01547185065131697
- ido 3: 0.006317936399173653,0.010569101694481447,0.007473453991410424,0.009028801409179141,0.0022807813719625406
- pa: 0.0060495324234960055,0.009504256409698113,0.006989833179780518,0.00413160469997204,0.0042575846976073


