--- mv: 
- ido 1: 25397,50789
- ido 2: 1865,3947
- ido 3: 1083,2412
- pa: 769,1572

--- mse: 
- ido 1: 3.845724975644678E-5,2.1054127692541015E-5
- ido 2: 5.9789383020121065E-5,3.504648279409995E-5
- ido 3: 6.970406983611795E-5,4.084467324256595E-5
- pa: 7.496581890468392E-5,4.571825941086697E-5

--- rrd: 
- ido 1: 0.022237768591612684,0.012713813282733855
- ido 2: 0.02225424480926038,0.008553128117996495
- ido 3: 0.019178789355740473,0.009828123378287276
- pa: 0.018730593075030794,0.008221727516537125

--- rrd_reach: 
- ido 1: 0.022606985268904915,0.009668541332922023
- ido 2: 0.01914013885545611,0.012964136184828817
- ido 3: 0.017854731305797858,0.00959514044166766
- pa: 0.018730593075030794,0.008221727516537125


