--- mv: 
- ido 1: 566,1214,1780,2339,3040
- ido 2: 628,1180,1784,2324,2954
- ido 3: 919,1508,2141,2656,3300
- pa: 602,1190,1793,2343,3061

--- mse: 
- ido 1: 0.0040031234542063365,0.004191745660126367,0.0026654636110086533,0.002995035784406005,0.0031707084427937
- ido 2: 0.003585472311720888,0.004370924988996433,0.006306718135950103,0.003151621591271199,0.0017005111769779963
- ido 3: 0.004673125783823574,0.005460094389622812,0.001539488741445271,0.002552006285355504,0.0015686834058653417
- pa: 0.006995203015329059,0.0036383326286952666,0.001012874323516548,0.004293176831205107,0.0035117302093916835

--- rrd: 
- ido 1: 0.014965890591423118,0.023155976776171178,0.018376169217824104,0.010764353205598627,0.006589294670176127
- ido 2: 0.07822538146646313,0.01649379065945476,0.017497842353293908,0.013910916889272509,0.013759293201969006
- ido 3: 0.021615924906015944,0.005922086770385579,0.006766254359084163,0.00232897989241376,0.006188713880397588
- pa: 0.011355191817098891,0.031401450130220054,0.013650581843764852,5.043590800237044E-4,0.04095312613855687

--- rrd_reach: 
- ido 1: 0.01787368181617534,0.021841490545268027,0.0067342678492682325,0.022251942818744874,0.016265471881786585
- ido 2: 0.016949189788184413,0.013663483630584256,0.030785470225464878,0.027991935082055844,0.01667288977029483
- ido 3: 0.04236410787139931,0.033597068764317825,0.02102804726618984,0.006690035292446392,0.01287241409897942
- pa: 0.011355191817098891,0.031401450130220054,0.013650581843764852,5.043590800237044E-4,0.04095312613855687


