--- mv: 
- ido 1: 12,21,40,54,61
- ido 2: 10,23,40,56,66
- ido 3: 18,31,49,57,68
- pa: 9,17,25,35,46

--- mse: 
- ido 1: 0.0044296843189921735,0.0034734633118156085,0.0028788758487118407,0.002537933144522455,0.0022166818894707977
- ido 2: 0.0058112678855190055,0.0035982463512627405,0.0029586211744177344,0.002639401532856771,0.0023104400235943435
- ido 3: 0.004406572919493215,0.0030749410573039345,0.0027329352114185785,0.002424728511136672,0.0020682302979792904
- pa: 0.010130325845219511,0.007017943706182303,0.0054805320600370255,0.004362165650538237,0.0035490581772152814

--- rrd: 
- ido 1: 0.09484764985126568,0.06312982222349343,0.04865974357805096,0.04597097810522133,0.03920286579143883
- ido 2: 0.10021513700019664,0.06792480060815224,0.05486362055329911,0.05020188229799457,0.033046974783058056
- ido 3: 0.0664784586632611,0.05391711430603341,0.04733467586486928,0.04209948426634509,0.03662358021170638
- pa: 0.3402379861473121,0.1591740237921379,0.10304659997347594,0.08743547788239298,0.07195569202560415

--- rrd_reach: 
- ido 1: 0.10474058045002906,0.0599951897234795,0.052305954074752595,0.05189672029942148,0.03881142203823089
- ido 2: 0.10028395587321426,0.059870201830051116,0.05713374858535085,0.03862223860378457,0.04173129181684918
- ido 3: 0.08195671551191919,0.05832555771886834,0.05299710665461567,0.04111349663799138,0.04665300715272907
- pa: 0.3402379861473121,0.1591740237921379,0.10304659997347594,0.08743547788239298,0.07195569202560415


